bus_line_id,driver_name,bus_color,bus_start_time,bus_end_time,bus_built_date,bus_route,bus_price(R$),bus_integrity,bus_company,bus_capacity
377,Nevile Officer,#ca5021,1:27 PM,7:11 PM,2011-02-01,Centro-Jardim Botânico,789012.34,0.68,"Shanahan, Smith and Mann",38
378,Zahara Boskell,#e6fef3,2:01 AM,10:17 PM,2015-07-01,Leme-São Conrado,1490123.45,0.73,Weimann Group,46
379,Mariejeanne Gillbey,#3a7fe0,4:09 AM,9:37 AM,2015-01-07,São Conrado-Largo do Machado,1367890.12,0.9,Towne-Casper,44
380,Lara Spillman,#07c111,9:32 AM,9:19 AM,2006-02-01,Lapa-Copacabana,1023456.78,0.99,Sanford-Jacobson,56
381,Gayle Beseke,#456c31,3:34 AM,10:58 AM,2022-03-12,Ipanema-Lapa,834567.89,0.99,Runte-Barrows,58
382,Ruthi Lorand,#e2640f,5:40 AM,12:35 PM,2007-05-28,Urca-Lapa,923456.78,0.7849999999999999,Gorczany-Reinger,45
383,Hyacinthia Sherrocks,#d6b733,9:31 AM,6:52 PM,2022-09-18,Jardim Oceânico-Glória,1389012.34,0.58,DuBuque and Sons,43
384,Pete Muskett,#976f1c,8:02 AM,12:23 PM,2013-08-27,Jardim Oceânico-Glória,1434567.89,0.62,Keebler-Boyer,60
385,Sibyl Pywell,#1edb20,5:27 PM,10:47 PM,2019-09-25,Leblon-São Conrado,1123456.78,0.63,"Kertzmann, Gorczany and Carter",60
386,Isa Hannent,#a5a88f,8:06 AM,3:56 PM,2018-01-01,Leme-Gávea,1312345.67,0.79,Cremin-Batz,30
387,Nevile Midgely,#50badd,2:41 AM,11:42 AM,2011-06-23,Copacabana-Lapa,1245678.9,0.71,"Fahey, Armstrong and Hessel",48
388,Shurlock Lacroux,#6eb474,11:16 AM,9:07 PM,2010-04-27,rota não atribuída,1212345.67,0.63,Rice Group,34
389,motorista não atribuído,#92c3b7,1:19 PM,10:08 PM,2012-04-18,Leme-Botafogo,1478901.23,0.57,"Heller, Oberbrunner and Toy",43
390,motorista não atribuído,#5aee6a,12:53 AM,12:56 PM,2005-01-24,São Conrado-Jardim Botânico,1056789.01,0.5733333333333333,Becker-Hoppe,43
391,Consuela Tallon,#537539,2:31 PM,10:00 PM,2007-01-07,Glória-Jardim Oceânico,1434567.89,0.5766666666666667,Turner-Kerluke,48
392,Dene Bynold,#1dcb93,5:59 PM,10:44 AM,2015-04-25,Botafogo-Jardim Oceânico,1323456.78,0.58,Ondricka Inc,40
393,Heath Torbeck,#d36e11,5:40 AM,11:56 AM,2023-05-10,Leblon-Largo do Machado,601234.56,0.69,"Boyer, Koch and Pollich",32
394,Jason Brandassi,#bd5f9e,3:39 PM,7:17 AM,2004-08-05,Ipanema-Lapa,512345.67,0.8,"Metz, Reinger and Reynolds",59
395,Chester McLorinan,#f42d21,9:47 AM,5:08 PM,2008-02-13,Glória-Jardim Oceânico,1401234.56,0.95,Murphy-Franecki,57
396,Eden Bewsey,#9afd84,4:56 AM,9:23 AM,2014-01-21,Largo do Machado-Barra da Tijuca,723456.78,0.9,"Padberg, Huel and Bruen",57
397,Noll Penelli,#8ef8b3,11:19 AM,11:18 AM,2005-01-16,Largo do Machado-Urca,956789.01,0.58,Quitzon and Sons,58
398,Danyette Haskur,#1222c4,9:52 AM,7:07 AM,2007-07-28,Leme-Botafogo,601234.56,0.84,Orn-Heaney,50
399,Lyman Traske,#eb1340,4:21 PM,8:44 AM,2006-10-10,Copacabana-Barra da Tijuca,1101234.56,0.63,"Cassin, Grant and Orn",58
400,Angelia McElrea,#e5585b,1:17 AM,3:17 PM,2010-07-24,rota não atribuída,990123.45,0.99,Prosacco Group,46
401,Muffin Callear,#24a7fa,6:13 AM,2:07 PM,2019-03-25,rota não atribuída,1312345.67,0.58,Grimes Group,54
402,Rozelle Rosenkrantz,#94a8f3,9:43 AM,7:55 PM,2018-05-31,São Conrado-Jardim Botânico,1490123.45,0.99,Hettinger-Homenick,37
403,Delcina Tunnicliffe,#df0535,2:29 PM,7:06 PM,2020-01-19,Botafogo-Jardim Botânico,1212345.67,0.99,Strosin-Stamm,55
404,Donny Clawson,#1eddd3,10:43 AM,7:36 AM,2020-02-17,Leblon-Largo do Machado,701234.56,0.95,Williamson LLC,48
405,Caren Mussilli,#7efefa,4:41 AM,9:45 PM,2015-12-31,Ipanema-Jardim Botânico,1345678.9,0.8966666666666666,Mayert-Beier,33
406,Debbie Clinton,#6cdfd7,3:45 PM,6:21 AM,2009-04-19,Jardim Botânico-Ipanema,834567.89,0.8433333333333334,Kirlin-Hahn,42
407,Latashia Simmonite,#1c0fbd,12:33 AM,2:35 PM,2013-08-27,Copacabana-Lapa,1223456.78,0.79,McDermott-Herzog,47
408,Fee Kenderdine,#a2291b,2:54 AM,4:27 PM,2023-05-06,Botafogo-Centro,1245678.9,0.74,Corwin Group,37
409,Hobie Aronstam,#94671b,10:32 AM,8:12 PM,2009-04-10,Jardim Botânico-São Conrado,1101234.56,0.79,Dickens Inc,56
410,motorista não atribuído,#05989b,5:31 PM,7:30 PM,2019-05-25,rota não atribuída,1145678.9,0.58,Gusikowski-Dickens,59
411,Dot de Quesne,#3b28fb,12:26 PM,10:21 PM,2009-07-19,Leblon-Largo do Machado,1445678.9,0.69,"Rosenbaum, King and Sipes",35
412,Tybalt Mabee,#665486,8:48 AM,7:43 AM,2012-10-07,Glória-Jardim Oceânico,1278901.23,0.73,"Hauck, Ebert and Bailey",45
413,Aimil Kettlestringes,#91dfc0,4:49 AM,7:13 AM,2017-02-28,Ipanema-Centro,645678.9,0.84,"Marquardt, Schroeder and Klocko",38
414,Candie Balcombe,#927809,3:15 PM,4:50 PM,2020-08-14,São Conrado-Largo do Machado,1223456.78,0.79,Haag Inc,53
415,Cecil Iglesias,#af5ff4,4:30 AM,11:44 AM,2010-07-20,Centro-Leme,856789.01,0.74,"Walter, Hamill and Glover",37
416,motorista não atribuído,#7cb0d1,2:58 PM,8:15 AM,2006-03-13,Lapa-Gávea,1490123.45,0.57,Jones-Collins,36
417,motorista não atribuído,#53cfdf,12:20 PM,8:30 PM,2007-01-30,Gávea-Centro,801234.56,0.71,Rolfson Group,59
418,Lettie Derisly,#253c82,4:31 AM,9:53 AM,2006-11-24,Leme-Gávea,967890.12,0.85,Ratke Group,44
419,Wenona Cisco,#e8dd1e,2:16 PM,7:22 AM,2004-05-08,Botafogo-Leme,1223456.78,0.99,Hermann LLC,38
420,Redd Lendrem,#2fd8eb,5:31 AM,11:20 AM,2006-06-13,Gávea-Copacabana,1278901.23,0.68,Emard-Lueilwitz,47
421,Valentin Purvess,#7bcdc9,2:33 AM,11:58 AM,2020-04-11,Largo do Machado-Barra da Tijuca,1034567.89,0.62,"Weimann, Rice and Emard",41
422,Olivie Zuann,#128ab3,4:44 PM,4:47 PM,2017-12-21,Urca-Largo do Machado,545678.9,0.6766666666666666,Langosh LLC,44
423,Ynez Le Fevre,#f2ebf6,4:17 AM,2:09 PM,2007-09-23,Jardim Oceânico-Glória,689012.34,0.7333333333333334,Dach and Sons,59
424,Ryan Matten,#a1ce1f,12:14 PM,10:23 AM,2022-09-03,Largo do Machado-Glória,812345.67,0.79,Hoppe LLC,32
425,motorista não atribuído,#1863bb,8:45 AM,1:39 PM,2008-05-28,rota não atribuída,1334567.89,0.62,"Cole, Muller and Miller",47
426,motorista não atribuído,#0b0027,3:15 PM,11:34 PM,2014-08-27,Leme-Botafogo,923456.78,0.68,Gleason Inc,55
427,Dana Marr,#aed043,5:41 AM,8:16 PM,2009-05-08,Centro-Leme,1090123.45,0.68,"Pollich, Reynolds and Grant",57
428,motorista não atribuído,#5b2347,4:18 PM,7:37 PM,2016-09-20,Ipanema-Lapa,1401234.56,0.51,"Little, Rutherford and Borer",39
429,Giuseppe Keynd,#eacbd8,2:31 AM,8:00 AM,2003-09-10,Lapa-Gávea,1256789.01,0.74,"Quigley, Ankunding and Conn",34
430,motorista não atribuído,#9b8ca1,4:13 PM,2:54 PM,2011-09-17,Glória-Jardim Oceânico,690123.45,0.95,"Wolf, O'Connell and Emard",51
431,Hermie Veque,#21a6cc,5:19 PM,12:41 PM,2019-10-09,Centro-Leme,1412345.67,0.79,Stracke LLC,41
432,Andrew Ayce,#1a529d,12:16 AM,10:40 AM,2009-12-16,rota não atribuída,956789.01,0.63,D'Amore Group,32
433,Natividad Esplin,#edba2c,5:32 AM,11:19 PM,2015-01-17,Jardim Oceânico-Leme,1456789.01,0.605,Rosenbaum LLC,39
434,motorista não atribuído,#b3375f,8:16 AM,9:16 AM,2021-11-30,Centro-Barra da Tijuca,1134567.89,0.58,"Denesik, Mills and McDermott",57
435,Byram Dibdin,#afd03a,2:17 AM,2:49 PM,2021-05-21,Ipanema-Lapa,712345.67,0.5449999999999999,Rath-Schmitt,55
436,Chicky Willowby,#260d63,8:21 AM,9:35 AM,2005-11-22,Lapa-Leblon,645678.9,0.51,Mann-Schowalter,58
437,Kane Sager,#df7c0d,2:20 AM,10:03 AM,2018-09-20,Leblon-Lapa,1089012.34,0.8,"Lebsack, Runte and Huels",48
438,Terencio Weatherburn,#0b5f27,10:19 AM,12:38 PM,2019-10-24,Jardim Oceânico-Glória,1223456.78,0.79,"Deckow, Bosco and Ankunding",52
439,Brandtr Alder,#cf4dec,11:04 AM,8:19 AM,2021-05-31,Botafogo-Jardim Oceânico,1301234.56,0.845,Reichert LLC,49
440,Hattie Diffley,#dfedcf,9:17 AM,3:08 PM,2008-07-26,rota não atribuída,667890.12,0.9,Zulauf LLC,40
441,Linette Veal,#7a8b44,7:40 AM,9:45 AM,2007-03-20,Copacabana-Ipanema,1045678.9,0.9,Frami Group,38
442,Barbey Crown,#03baf8,5:20 AM,9:44 PM,2015-10-09,São Conrado-Jardim Botânico,778901.23,0.69,Kuhic-Greenholt,59
443,Nancy Mattys,#e35d9d,5:42 AM,8:57 PM,2015-07-29,Centro-Leme,1345678.9,0.63,Sipes and Sons,36
444,Rolando Van de Vlies,#03d089,10:58 AM,1:21 PM,2008-10-02,rota não atribuída,1123456.78,0.84,Jones-Heaney,60
445,Hildy Blant,#57a391,12:26 AM,12:57 PM,2021-01-20,São Conrado-Largo do Machado,956789.01,0.99,Legros LLC,53
446,Edvard Garfitt,#87b2b6,4:27 AM,8:02 AM,2005-10-20,Jardim Botânico-São Conrado,878901.23,0.58,Swift and Sons,49
447,Puff Dybald,#5224e2,2:18 PM,11:35 PM,2007-01-25,Largo do Machado-Glória,1378901.23,0.69,Skiles Group,59
448,Antonino Iacovolo,#f31fd5,11:40 AM,7:38 AM,2008-07-17,Ipanema-Jardim Botânico,1145678.9,0.68,Koelpin Inc,51
449,Atlante Sonschein,#f77d9e,4:39 AM,6:41 AM,2010-05-20,Leme-Urca,945678.9,0.99,Heidenreich-Connelly,30
450,Tammara Shuter,#26bee7,10:16 AM,4:49 PM,2007-06-05,Lapa-Leblon,1490123.45,0.51,Spencer-Mueller,56
451,Lucina Antonov,#3c0f4a,4:22 PM,12:10 PM,2017-07-23,Copacabana-Barra da Tijuca,1067890.12,0.8,"Beatty, Schumm and Homenick",49
452,Ruddie Liveing,#458dac,4:48 PM,6:59 PM,2017-02-27,São Conrado-Jardim Botânico,1412345.67,0.9,Jacobi Inc,48
453,motorista não atribuído,#cab5b8,6:02 AM,9:57 AM,2015-07-26,rota não atribuída,1434567.89,0.99,Windler-Kirlin,60
454,Rainer Blackmoor,#3de1e7,5:19 PM,6:54 PM,2005-07-02,rota não atribuída,1201234.56,0.79,Bode-Koss,41
455,Gerrie Lashford,#905b46,5:41 PM,2:44 PM,2005-02-19,Leblon-São Conrado,1401234.56,0.9,Streich-Crooks,38
456,Misha Philippard,#c8545d,3:40 AM,11:46 AM,2003-11-30,Gávea-Centro,523456.78,0.68,"Walter, Steuber and Stamm",30
457,Mart Scouller,#2ab878,2:49 PM,11:21 AM,2002-11-10,Centro-Barra da Tijuca,1201234.56,0.65,Rau Inc,36
458,Fionna Pinsent,#4f0dfb,1:29 AM,6:36 PM,2020-10-02,Leme-São Conrado,1189012.34,0.62,Roob Inc,53
459,Torey Olsen,#bcda67,12:00 AM,11:21 AM,2013-10-23,Largo do Machado-Urca,1123456.78,0.63,Marks and Sons,40
460,Reider O'Criane,#689f7c,3:05 AM,11:49 PM,2018-03-14,Jardim Botânico-Ipanema,1256789.01,0.95,"Halvorson, Larkin and Miller",53
461,Elspeth Mixworthy,#982485,4:39 PM,10:39 AM,2010-04-26,Largo do Machado-Jardim Botânico,978901.23,0.63,Emard Inc,60
462,Camille Mateiko,#58fd27,3:41 AM,11:14 PM,2010-02-28,Gávea-Botafogo,1212345.67,0.57,Okuneva-Kuphal,39
463,motorista não atribuído,#ddf44b,11:08 AM,10:07 AM,2005-05-17,Barra da Tijuca-Jardim Botânico,589012.34,0.62,"Rowe, Lehner and Bergnaum",56
464,Rikki Maron,#68eea0,12:15 PM,9:00 AM,2010-08-23,rota não atribuída,923456.78,0.51,Mraz and Sons,51
465,Gwyn O'Brogane,#7f7826,1:08 AM,7:29 PM,2010-12-18,Jardim Oceânico-Copacabana,1345678.9,0.62,"Prohaska, Wunsch and Jacobs",52
466,Tomas Gissing,#547a06,5:34 AM,9:26 AM,2007-07-27,Urca-Lapa,567890.12,0.69,"Reichel, Halvorson and Morissette",36
467,Mureil Cashman,#85eadb,12:34 PM,2:03 PM,2010-08-24,São Conrado-Glória,845678.9,0.8,Kautzer Group,41
468,Ross Grinov,#1ec232,12:36 PM,9:59 AM,2015-05-23,Glória-Leme,1389012.34,0.8,"Rempel, Walsh and Ruecker",48
469,Susan Attenburrow,#a90a7c,5:28 AM,8:38 AM,2009-11-17,Barra da Tijuca-Jardim Botânico,1090123.45,0.73,Ryan-Zieme,44
470,Valencia MacIntosh,#60bed0,4:33 AM,7:42 PM,2008-08-31,Flamengo-Copacabana,856789.01,0.63,"Bogan, Blick and Ondricka",45
471,Gladi Mahaddy,#b2992a,3:15 PM,6:07 PM,2022-05-28,Botafogo-Centro,1323456.78,0.51,"Dickens, Jakubowski and O'Reilly",36
472,Helena Hartridge,#1bb5cd,4:57 PM,7:02 PM,2009-02-07,rota não atribuída,1190123.45,0.74,"Kuphal, Flatley and Stehr",35
473,Salem Cawtheray,#811db8,1:36 PM,3:49 PM,2007-07-03,Glória-Jardim Oceânico,845678.9,0.99,"Wunsch, McDermott and Leffler",36
474,Austin Amery,#573cc0,2:11 AM,4:01 PM,2021-06-21,Jardim Botânico-Ipanema,1178901.23,0.63,Kulas-Lindgren,38
475,Alessandro Whatley,#838e2e,3:34 PM,11:21 AM,2005-06-26,Gávea-Lapa,1434567.89,0.99,"Fay, Schmidt and Walker",54
476,Bradney Aiston,#c117c8,12:51 AM,6:26 AM,2020-12-24,Jardim Botânico-Leblon,1201234.56,0.69,"Toy, Paucek and Daniel",39
477,Myrlene Thomassin,#d1ccfe,4:43 PM,8:05 PM,2022-07-12,Leme-São Conrado,523456.78,0.99,"Schaden, Orn and Veum",57
478,Danice Struss,#52ad65,7:38 AM,8:55 PM,2021-03-11,Botafogo-Leme,1089012.34,0.84,Prosacco Group,50
479,Hyacinthia Fricker,#d7dd24,1:45 AM,9:11 AM,2022-06-23,Leblon-Largo do Machado,1189012.34,0.62,Rice Group,37
480,Megan Annakin,#04a021,5:11 AM,2:31 PM,2010-06-15,Copacabana-Lapa,1434567.89,0.62,Yost LLC,34
481,Simonne Brunsdon,#e7ab12,12:08 AM,8:17 AM,2019-03-28,Barra da Tijuca-Jardim Botânico,901234.56,0.62,Roberts-Corkery,49
482,Parsifal Yetts,#e0a56e,5:50 PM,6:36 PM,2012-09-27,Leblon-Botafogo,712345.67,0.84,Casper Inc,43
483,motorista não atribuído,#f47661,4:20 PM,11:56 AM,2003-05-09,Largo do Machado-Barra da Tijuca,1101234.56,0.63,Funk Inc,36
484,Katusha Chawkley,#f21600,6:14 AM,2:12 PM,2019-05-28,Leme-Urca,990123.45,0.99,Kunze and Sons,54
485,motorista não atribuído,#fffb3f,8:30 AM,6:32 PM,2012-05-09,Copacabana-Lapa,1289012.34,0.99,"Metz, Conroy and Kuhic",54
486,Preston Pessolt,#667157,9:58 AM,5:02 PM,2004-01-03,Ipanema-Centro,1101234.56,0.62,"Veum, Franecki and Hintz",53
487,Willi Lyver,#ccc11a,9:08 AM,6:39 PM,2016-11-05,Barra da Tijuca-Leblon,1390123.45,0.95,Homenick-Schaefer,32
488,Karlik Heselwood,#3bc97c,3:52 AM,6:10 AM,2017-12-11,Centro-Barra da Tijuca,1378901.23,0.8266666666666667,Stoltenberg Group,57
489,Lainey Winship,#47222f,1:28 AM,9:49 AM,2003-11-09,Jardim Oceânico-Glória,1456789.01,0.7033333333333333,Lind and Sons,43
490,Yehudit Radin,#673a56,2:54 PM,3:20 PM,2003-04-02,Copacabana-Barra da Tijuca,1034567.89,0.58,Flatley-Purdy,33
491,Enrichetta Jarvie,#cfaa28,1:29 PM,4:15 PM,2013-07-20,Botafogo-Leme,1312345.67,0.69,"Cormier, Walter and Stark",36
492,Merwyn Squires,#0f458f,7:32 AM,3:01 PM,2005-06-16,Urca-Largo do Machado,1012345.67,0.8,Armstrong-Kunde,42
493,Riki Lathom,#e5eb7d,3:12 PM,8:12 AM,2022-12-25,Leblon-Lapa,1367890.12,0.57,Bartoletti and Sons,44
494,Carolann Andell,#f050d9,2:50 PM,1:04 PM,2010-10-14,Barra da Tijuca-Centro,1212345.67,0.9,Blanda-Mueller,47
495,Heda Boays,#5789bf,8:36 AM,5:00 PM,2020-06-09,Copacabana-Ipanema,1123456.78,0.84,Schneider-Kuphal,52
496,Yasmin Bassindale,#187f6d,9:53 AM,5:14 PM,2014-04-29,Leblon-Largo do Machado,1078901.23,0.69,Wehner-Gusikowski,52
497,Lidia Tinsley,#794414,11:37 AM,6:02 AM,2022-03-08,Botafogo-Jardim Oceânico,1045678.9,0.73,"Weimann, Heathcote and Luettgen",49
498,Alasteir Caplis,#8a78d1,1:26 PM,7:48 AM,2010-07-16,Leblon-Largo do Machado,890123.45,0.74,Nitzsche-Yundt,45
499,Darnell Emberton,#c2b678,10:49 AM,4:13 PM,2017-04-14,São Conrado-Glória,834567.89,0.95,"Cole, Dickinson and VonRueden",51
500,Carie Dove,#060d61,4:00 PM,2:17 PM,2018-02-02,rota não atribuída,1367890.12,0.58,Schroeder-Simonis,42
501,Thorstein Addenbrooke,#694f05,7:36 AM,7:58 PM,2018-04-24,Leme-Urca,701234.56,0.62,Stokes LLC,59
502,Lisetta Carlos,#92e99f,8:47 AM,7:14 PM,2013-11-21,Jardim Oceânico-Copacabana,890123.45,0.69,"Nolan, Boyle and Schulist",37
503,Jasmin Powter,#30247a,7:40 AM,9:41 PM,2009-09-08,Centro-Barra da Tijuca,601234.56,0.63,Crooks LLC,49
504,motorista não atribuído,#c5b61a,2:54 AM,4:19 PM,2018-09-24,Largo do Machado-Barra da Tijuca,1378901.23,0.51,Stehr and Sons,51
505,Effie Wyse,#34089a,5:04 PM,10:48 AM,2009-05-13,Jardim Oceânico-Lapa,789012.34,0.99,"Klein, O'Conner and Wisozk",51
506,Cassy Hesbrook,#c8767e,1:42 PM,9:29 AM,2020-11-11,Lapa-Gávea,1356789.01,0.52,Tremblay LLC,50
507,Reginauld Da Costa,#fde6e2,8:04 AM,11:13 PM,2007-12-14,rota não atribuída,1123456.78,0.63,Block Group,31
508,Haily Etienne,#d23b08,2:42 AM,4:18 PM,2005-12-15,Urca-Lapa,1156789.01,0.52,Gorczany and Sons,51
509,Rutger Gathercoal,#7759c3,7:54 AM,8:25 PM,2005-01-24,rota não atribuída,1423456.78,0.52,Smitham-Carter,42
510,Deeann Hurst,#e78a8b,2:14 PM,7:06 PM,2003-10-03,rota não atribuída,901234.56,0.515,"Goodwin, Fisher and Greenfelder",43
511,Osborn Crut,#f51bf9,1:22 PM,8:22 PM,2004-06-19,Flamengo-Largo do Machado,767890.12,0.51,Tillman LLC,41
512,motorista não atribuído,#efd107,3:20 AM,10:55 AM,2021-07-22,Botafogo-Jardim Oceânico,1301234.56,0.52,"Hayes, Witting and Wilkinson",52
513,Gisela Bayle,#6a0bc0,8:13 AM,11:31 PM,2016-10-16,Jardim Botânico-Ipanema,790123.45,0.62,"Oberbrunner, Harber and Schumm",39
514,Billye Riddiough,#94ec98,5:59 PM,7:17 PM,2005-12-25,São Conrado-Glória,923456.78,0.84,Lemke LLC,52
515,Carlo Symmers,#615f82,9:10 AM,1:53 PM,2014-11-09,São Conrado-Glória,990123.45,0.73,Pfeffer-Kunde,39
516,Judy O'Duane,#278db3,2:53 PM,6:37 PM,2019-12-18,Largo do Machado-Urca,1256789.01,0.68,"Brown, Ernser and MacGyver",33
517,motorista não atribuído,#5fd50a,9:59 AM,9:38 AM,2018-12-05,Flamengo-Copacabana,1101234.56,0.71,Ruecker-Robel,57
518,Biddy Way,#e18566,1:10 AM,8:20 AM,2014-12-24,rota não atribuída,1345678.9,0.74,Harris LLC,30
519,Nani Roadknight,#97dfda,12:22 PM,3:01 PM,2003-06-20,Botafogo-Leme,734567.89,0.74,Kemmer-Renner,43
520,Noellyn Boggas,#9fa5d4,11:08 AM,2:48 PM,2012-05-26,Ipanema-Jardim Botânico,1334567.89,0.765,Kunze LLC,41
521,Bird Devericks,#8c2dd3,8:17 AM,5:20 PM,2005-09-22,Leblon-Botafogo,1312345.67,0.79,"DuBuque, Maggio and McGlynn",35
522,Jecho Eltone,#5dbfb8,3:14 PM,8:09 AM,2011-07-14,Jardim Oceânico-Lapa,1156789.01,0.63,Russel-Pouros,30
523,Zachariah Ruffle,#d6c681,8:55 AM,6:08 AM,2016-12-15,Lapa-Leblon,1034567.89,0.68,"Roob, Lesch and Reilly",51
524,Milli Casterou,#59356a,2:45 PM,11:04 AM,2012-12-05,Gávea-Centro,1423456.78,0.9,Schulist-Boehm,44
525,Ibby Frankel,#829cc0,3:56 AM,7:23 AM,2017-12-13,São Conrado-Glória,545678.9,0.51,Hahn-Ryan,55
526,Lucina Croisdall,#6bd4cd,2:05 AM,8:05 AM,2021-10-23,Jardim Oceânico-Copacabana,1167890.12,0.63,Treutel-Mosciski,59
527,Tracie Ebbitt,#bb228b,8:24 AM,10:21 PM,2019-05-16,Jardim Oceânico-Glória,590123.45,0.6,"Kulas, Altenwerth and Steuber",41
528,Annecorinne Meynell,#43a411,3:57 PM,10:13 AM,2011-08-11,Largo do Machado-Copacabana,1278901.23,0.57,Mayert-Rutherford,41
529,Grethel Beeston,#eae7dd,2:40 AM,1:42 PM,2019-03-15,Gávea-Lapa,567890.12,0.63,Tremblay-Predovic,53
530,Lynn Rouch,#79062d,12:28 PM,11:20 AM,2006-04-18,rota não atribuída,1356789.01,0.73,"Frami, Schowalter and Nolan",60
531,Claus Hintzer,#d5cdd6,12:13 PM,12:52 PM,2016-05-21,Urca-Leblon,790123.45,0.57,Hermann-Bayer,30
532,Paula Morad,#956373,5:03 PM,11:32 PM,2012-02-21,Lapa-Leblon,712345.67,0.5449999999999999,Rolfson and Sons,45
533,Orelee O'Hannay,#9c8984,1:55 AM,7:43 PM,2005-12-03,rota não atribuída,512345.67,0.52,Hermiston Group,55
534,Raphaela Presdie,#49cb53,10:15 AM,10:38 AM,2003-03-19,Leblon-Largo do Machado,1423456.78,0.74,Kohler and Sons,58
535,Mada Pinckard,#6f24b3,10:15 AM,11:54 AM,2006-06-25,Jardim Botânico-Flamengo,1134567.89,0.84,Anderson-Schneider,51
536,Irma Spores,#4bd9ac,7:16 AM,10:31 PM,2008-02-07,Largo do Machado-Urca,523456.78,0.62,"Powlowski, Flatley and Hessel",51
537,motorista não atribuído,#43e62c,2:53 PM,3:04 PM,2014-03-21,Copacabana-Barra da Tijuca,823456.78,0.51,Hirthe-Keeling,48
538,Charo Studeart,#6b7957,1:38 PM,7:38 AM,2012-02-24,Gávea-Botafogo,578901.23,0.8,Gibson-Denesik,52
539,Pris Bortoletti,#ef2d10,2:17 PM,7:55 PM,2015-09-02,rota não atribuída,1278901.23,0.8,Fahey and Sons,43
540,Edgardo McQuarter,#a7ebee,6:47 AM,5:04 PM,2022-11-14,Leme-Urca,834567.89,0.57,"Hackett, Frami and Bayer",31
541,Shea Swatland,#d4305d,1:53 PM,11:00 AM,2002-06-18,Largo do Machado-Copacabana,834567.89,0.73,"Dooley, Funk and Goldner",45
542,Pet Cobon,#7532ef,6:48 AM,7:34 PM,2016-10-10,Jardim Botânico-Flamengo,945678.9,0.8,Casper-Abshire,51
543,Pauli Vennings,#6c3f55,1:28 PM,9:03 AM,2005-04-10,Gávea-Botafogo,667890.12,0.95,"O'Kon, Lind and Bauch",57
544,Heda Vickarman,#760fe6,9:15 AM,10:22 PM,2013-10-28,Urca-Leblon,601234.56,0.84,Goyette-Crona,57
545,Charmain Peploe,#06774c,5:48 PM,9:18 PM,2006-07-13,São Conrado-Urca,534567.89,0.84,Witting and Sons,37
546,motorista não atribuído,#7d37c8,1:34 AM,1:57 PM,2008-09-17,Leme-São Conrado,1123456.78,0.51,"Predovic, Ullrich and Grady",40
547,Carolin Gritton,#0432c7,8:51 AM,8:27 AM,2019-04-14,São Conrado-Glória,1201234.56,0.57,Ratke and Sons,58
548,Hesther Hedgecock,#ea95f9,4:04 AM,6:42 PM,2009-01-18,São Conrado-Largo do Machado,634567.89,0.57,Conn Inc,53
549,Tadio Rives,#a3fdfc,9:47 AM,10:56 PM,2015-04-12,Jardim Botânico-São Conrado,634567.89,0.6299999999999999,"Jaskolski, Hand and Sporer",38
550,Gunter Vigrass,#c7789e,12:05 AM,11:28 PM,2014-05-29,Leme-Urca,645678.9,0.69,Bailey-Trantow,42
551,Tamiko Bridgement,#6537f8,3:21 PM,7:44 PM,2018-11-23,São Conrado-Urca,878901.23,0.73,Greenholt-Moore,44
552,Tally Bennoe,#801261,6:28 AM,9:20 PM,2012-11-30,Lapa-Copacabana,945678.9,0.52,"Bosco, Lebsack and Buckridge",45
553,Gilles Wythill,#19dd2c,2:59 PM,10:42 PM,2007-08-25,Largo do Machado-Glória,1423456.78,0.57,Wiegand Group,30
554,Denver Taffrey,#687bba,10:42 AM,11:28 AM,2023-02-13,São Conrado-Glória,745678.9,0.655,Dibbert LLC,39
555,Pauli Dongall,#357952,10:32 AM,1:34 PM,2012-10-14,Glória-Leme,678901.23,0.74,Barrows-Cormier,40
556,Josee Conachy,#bde93d,4:56 PM,9:31 AM,2014-12-16,Leme-Botafogo,823456.78,0.58,Fahey and Sons,35
557,Griz Craggs,#15f1a5,9:52 AM,9:20 AM,2004-03-09,rota não atribuída,812345.67,0.69,Towne and Sons,31
558,Christiane Minichi,#0e4af6,6:51 AM,7:25 PM,2009-06-24,Glória-Jardim Oceânico,912345.67,0.51,Klocko Group,57
559,Robena Greenman,#7da086,11:06 AM,10:18 AM,2010-10-14,Jardim Oceânico-Glória,1101234.56,0.84,"Predovic, Haley and Schroeder",35
560,motorista não atribuído,#499322,3:03 AM,4:35 PM,2017-09-20,Botafogo-Centro,978901.23,0.7666666666666666,Vandervort LLC,60
561,Darryl Rama,#bf6b97,8:48 AM,1:38 PM,2021-12-30,Urca-Leblon,912345.67,0.6933333333333334,Lindgren Inc,43
562,Dyana Treacher,#f79b5c,5:56 AM,10:00 AM,2014-01-02,rota não atribuída,834567.89,0.62,Powlowski and Sons,60
563,Philly Rudolf,#f31670,10:26 AM,6:47 PM,2017-11-08,São Conrado-Jardim Botânico,1390123.45,0.58,Hauck-Kozey,40
564,Simeon Rowntree,#bc048c,10:53 AM,10:16 AM,2002-11-12,Jardim Oceânico-Leme,601234.56,0.9,Mante Inc,34
565,Kanya Rozec,#baada8,3:26 PM,7:46 PM,2005-10-11,Copacabana-Lapa,1034567.89,0.63,"Stehr, Larkin and Koepp",32
